LEA_NAME,LEAID,STATENAME,query_url
Legacy Traditional School - Glendale (850100),400948,ARIZONA,
Painted Desert Montessori LLC (123733),400949,ARIZONA,
Pathways In Education-Arizona Inc. (92983),400950,ARIZONA,
Legacy Traditional School - Peoria (850099),400951,ARIZONA,
Kaizen Education Foundation dba Colegio Petite Pho (92989),400952,ARIZONA,
The Grande Innovation Academy (92978),400953,ARIZONA,
Legacy Traditional School - North Chandler (850101),400954,ARIZONA,
Estrella Educational Foundation (92988),400955,ARIZONA,
ASU Preparatory Academy (92716),400956,ARIZONA,
BASIS Charter Schools Inc. (92997),400958,ARIZONA,
Legacy Traditional School - Phoenix (873957),400959,ARIZONA,
BASIS Charter Schools Inc. (549803),400961,ARIZONA,
Legacy Traditional School - East Mesa (834265),400962,ARIZONA,
BASIS Charter Schools Inc. (273398),400963,ARIZONA,
Synergy Public School Inc. (92981),400964,ARIZONA,
ASU Preparatory Academy Digital (522074),400965,ARIZONA,
Highland Prep (92982),400966,ARIZONA,
BASIS Charter Schools Inc. (934316),400967,ARIZONA,
Victory Collegiate Academy Corporation (92985),400968,ARIZONA,
Arizona Agribusiness & Equine Center INC. (134379),400969,ARIZONA,
AIBT Non-Profit Charter High School Inc. (449790),400970,ARIZONA,
Yavapai County Education Service Agency (79194),400972,ARIZONA,
Cochise County School Superintendent (79188),400973,ARIZONA,
Phoenix International Academy (903484),400975,ARIZONA,
Think Through Academy (92976),400976,ARIZONA,
Arizona Language Schools (395879),400977,ARIZONA,
Edison Project (743644),400978,ARIZONA,
BASIS Charter Schools Inc. (783027),400980,ARIZONA,
Science Technology Engineering and Math Arizona (1000050),400981,ARIZONA,
Navajo County Sheriff's Office (79520),400982,ARIZONA,
Yavapai County Sheriff's Office (79492),400983,ARIZONA,
Cochise County Sheriff's Office (79546),400984,ARIZONA,
Pinal County Detention Education Center (79516),400985,ARIZONA,
Maricopa County Detention Education Center (1000313),400986,ARIZONA,
Somerset Academy Arizona Inc. (1000160),400987,ARIZONA,
Valor Preparatory Academy LLC (1000291),400988,ARIZONA,
ARCHES Academy (92980),400989,ARIZONA,
New Learning Ventures Inc. (320470),400990,ARIZONA,
Legacy Traditional School - Goodyear (1000283),400991,ARIZONA,
Kaleidoscope School (1000164),400992,ARIZONA,
New Horizon High School Inc. (1000165),400993,ARIZONA,
Self Development Eastmark Academy (520359),400994,ARIZONA,
Self Development Scottsdale Academy (308420),400995,ARIZONA,
Legacy Traditional School - West Surprise (1000560),400996,ARIZONA,
Legacy Traditional School - North Phoenix (1000568),400997,ARIZONA,
A+ Charter Schools (1000166),400998,ARIZONA,
Freedom Preparatory Academy (1000979),400999,ARIZONA,
Bagdad Unified District (4468),401000,ARIZONA,
Scholars Academy Sunnyslope (1000377),401002,ARIZONA,
Morrison Education Group Inc. (1001157),401003,ARIZONA,
Candeo Schools Inc. (1001161),401004,ARIZONA,
American Charter Schools Foundation dba Ridgeview  (1001346),401005,ARIZONA,
Legacy Traditional School - Mesa (1001397),401006,ARIZONA,
Legacy Traditional School - Deer Valley (1001398),401007,ARIZONA,
Legacy Traditional School - East Tucson (1001399),401008,ARIZONA,
Glen Canyon Outdoor Academy (1001519),401009,ARIZONA,
Madison Highland Prep Phoenix (1001521),401011,ARIZONA,
Colearn Academy Arizona (1001669),401012,ARIZONA,
Online School of Arizona (1001719),401013,ARIZONA,
Cochise County Accommodation School District (1001687),401015,ARIZONA,
SLAM Arizona Inc. (1001859),401016,ARIZONA,
Bicentennial Union High School District (4515),401160,ARIZONA,
Bisbee Unified District (4169),401180,ARIZONA,
Blue Elementary District (4231),401230,ARIZONA,
Bouse Elementary District (4513),401290,ARIZONA,
Buckeye Union High School District (4284),401410,ARIZONA,
Sierra Vista Unified District (4175),401460,ARIZONA,
Bullhead City School District (4378),401500,ARIZONA,
Casa Grande Elementary District (4446),401710,ARIZONA,
Casa Grande Union High School District (4453),401740,ARIZONA,
Catalina Foothills Unified District (4410),401760,ARIZONA,
Champie Elementary District (4477),401830,ARIZONA,
Chevelon Butte School District (4198),401920,ARIZONA,
Chinle Unified District (4158),401940,ARIZONA,
Cochise Elementary District (4177),402130,ARIZONA,
Concho Elementary District (4160),402190,ARIZONA,
Congress Elementary District (4479),402220,ARIZONA,
Coolidge Unified District (4442),402320,ARIZONA,
Cottonwood-Oak Creek Elementary District (4487),402370,ARIZONA,
Douglas Unified District (4174),402530,ARIZONA,
Dysart Unified District (4243),402690,ARIZONA,
Mary C O'Brien Accommodation District (4435),402740,ARIZONA,
Elfrida Elementary District (4185),402760,ARIZONA,
Eloy Elementary District (4448),402790,ARIZONA,
Fountain Hills Unified District (4247),403040,ARIZONA,
Fredonia-Moccasin Unified District (4195),403080,ARIZONA,
Fort Huachuca Accommodation District (4167),403150,ARIZONA,
Gadsden Elementary District (4505),403240,ARIZONA,
Ganado Unified School District (4157),403290,ARIZONA,
Gila Bend Unified District (4238),403310,ARIZONA,
Glendale Elementary District (4271),403420,ARIZONA,
Hayden-Winkelman Unified District (4212),403730,ARIZONA,
Humboldt Unified District (4469),403870,ARIZONA,
Hyder Elementary District (4502),403900,ARIZONA,
Baboquivari Unified School District #40 (4412),403950,ARIZONA,
Isaac Elementary District (4259),403960,ARIZONA,
J O Combs Unified School District (4445),403990,ARIZONA,
Kayenta Unified School District #27 (4396),404060,ARIZONA,
Kirkland Elementary District (4480),404170,ARIZONA,
Kyrene Elementary District (4267),404230,ARIZONA,
Lake Havasu Unified District (4368),404280,ARIZONA,
Laveen Elementary District (4276),404290,ARIZONA,
Litchfield Elementary District (4281),404380,ARIZONA,
Littlefield Unified District (4374),404410,ARIZONA,
Maine Consolidated School District (4199),404530,ARIZONA,
Mammoth-San Manuel Unified District (4439),404570,ARIZONA,
Marana Unified District (4404),404630,ARIZONA,
Maricopa Unified School District (4441),404720,ARIZONA,
Altar Valley Elementary District (4418),404770,ARIZONA,
Mayer Unified School District (4473),404820,ARIZONA,
Mcnary Elementary District (4163),404860,ARIZONA,
Mingus Union High School District (4488),405070,ARIZONA,
Mobile Elementary District (4253),405100,ARIZONA,
Mohave Valley Elementary District (4379),405190,ARIZONA,
Pima County Accommodation School District (4401),405360,ARIZONA,
Naco Elementary District (4176),405430,ARIZONA,
Navajo County Accommodation District #99 (4386),405500,ARIZONA,
Tonto Basin Elementary District (4215),405760,ARIZONA,
Palominas Elementary School District 49 (4180),405880,ARIZONA,
Patagonia Elementary District (4460),406000,ARIZONA,
Patagonia Union High School District (4462),406030,ARIZONA,
Payson Unified District (4209),406070,ARIZONA,
Peach Springs Unified District (4369),406120,ARIZONA,
Picacho Elementary District (4452),406360,ARIZONA,
Pima Unified District (4220),406440,ARIZONA,
Pine Strawberry Elementary District (4214),406510,ARIZONA,
Pomerene Elementary District (4188),406630,ARIZONA,
Prescott Unified District (4466),406730,ARIZONA,
Quartzsite Elementary District (4511),406780,ARIZONA,
Red Rock Elementary District (4447),406900,ARIZONA,
Redington Elementary District (4417),406930,ARIZONA,
Riverside Elementary District (4257),407020,ARIZONA,
Saddle Mountain Unified School District (4254),407170,ARIZONA,
Sacaton Elementary District (4449),407200,ARIZONA,
Sahuarita Unified District (4411),407300,ARIZONA,
San Fernando Elementary District (4414),407380,ARIZONA,
Santa Cruz Elementary District (4459),407500,ARIZONA,
Santa Cruz Valley Unified District (4458),407520,ARIZONA,
Seligman Unified District (4472),407630,ARIZONA,
Skull Valley Elementary District (4478),407770,ARIZONA,
Snowflake Unified District (4391),407820,ARIZONA,
Thatcher Unified District (4219),408410,ARIZONA,
Paloma School District (4255),408430,ARIZONA,
Hillside Elementary District (4482),408460,ARIZONA,
Tolleson Elementary District (4264),408490,ARIZONA,
Toltec School District (4450),408550,ARIZONA,
Tombstone Unified District (4168),408600,ARIZONA,
Topock Elementary District (4376),408640,ARIZONA,
Tuba City Unified School District #15 (4197),408680,ARIZONA,
Washington Elementary School District (4260),409060,ARIZONA,
Wellton Elementary District (4504),409090,ARIZONA,
Wenden Elementary District (4512),409120,ARIZONA,
Wickenburg Unified District (4236),409190,ARIZONA,
Williamson Valley Elementary School District (4475),409360,ARIZONA,
Yarnell Elementary District (4485),409510,ARIZONA,
Yuma Elementary District (4499),409600,ARIZONA,
Sedona-Oak Creek JUSD #9 (4467),409733,ARIZONA,
Desert Sage School (1001917),409735,ARIZONA,
Legacy Traditional School-San Tan (1001927),409736,ARIZONA,
Archway Classical Academy Trivium West (1001937),409737,ARIZONA,
Arizona Goodwill Education Services (1001949),409738,ARIZONA,
Explore Academy - Peoria (1002006),409739,ARIZONA,
Sun Valley Academy - Glendale Inc. (1002008),409740,ARIZONA,
Heartwood AZ (1002010),409741,ARIZONA,
Paul Revere Academy Inc. (1002013),409743,ARIZONA,
Premier Prep Online Academy (1002029),409744,ARIZONA,
Arizona Collaborative Learning Partners Inc. (1002079),409745,ARIZONA,
Heritage Academy Maricopa Inc. (1002080),409746,ARIZONA,
Heritage Academy Pointe Inc. (1002101),409747,ARIZONA,
Albert Einstein Academy of Arizona (1002310),409748,ARIZONA,
DAWSON EDUCATION SERVICE COOP,500008,ARKANSAS,
WESTERN ARKANSAS COOP,500014,ARKANSAS,
BEARDEN SCHOOL DISTRICT,500032,ARKANSAS,
GREAT RIVERS EDUC. SERV. COOP,500033,ARKANSAS,
DEQUEEN/MENA EDUC. COOP,500037,ARKANSAS,
WILBUR D. MILLS EDUC. COOP,500040,ARKANSAS,
MAGNOLIA SCHOOL DISTRICT,500044,ARKANSAS,
TRUMANN SCHOOL DISTRICT,500047,ARKANSAS,
WESTARK TECHNICAL CENTER,500053,ARKANSAS,
ASU BEEBE REGIONAL CAREER CENTER - SEARCY,500056,ARKANSAS,
KIPP DELTA PUBLIC SCHOOLS,500062,ARKANSAS,
DEER/MT. JUDEA SCHOOL DISTRICT,500072,ARKANSAS,
DIVISION OF YOUTH SERVICES SCHOOL SYSTEM,500390,ARKANSAS,
ARKANSAS LIGHTHOUSE CHARTER SCHOOLS,500402,ARKANSAS,
COSSATOT RIVER SCHOOL DISTRICT,500405,ARKANSAS,
GRADUATE ARKANSAS  CHARTER,500407,ARKANSAS,
UACCM TECHNICAL CENTER,500429,ARKANSAS,
UACCB TECHNICAL CENTER,500431,ARKANSAS,
UA RICH MOUNTAIN TECHNICAL CENTER,500435,ARKANSAS,
ARK TECH UNIVERISTY CAREER CENTER,500436,ARKANSAS,
COSSATOT COMMUNITY COLLEGE OF THE UA,500438,ARKANSAS,
BARTON SCHOOL DISTRICT,502730,ARKANSAS,
CALICO ROCK SCHOOL DISTRICT,503840,ARKANSAS,
CLARKSVILLE SCHOOL DISTRICT,504380,ARKANSAS,
CONWAY SCHOOL DISTRICT,504590,ARKANSAS,
COUNTY LINE SCHOOL DISTRICT,504740,ARKANSAS,
CROSSETT SCHOOL DISTRICT,504800,ARKANSAS,
DUMAS SCHOOL DISTRICT,505500,ARKANSAS,
ENGLAND SCHOOL DISTRICT,505850,ARKANSAS,
FORREST CITY SCHOOL DISTRICT,506270,ARKANSAS,
FOUNTAIN LAKE SCHOOL DISTRICT,506420,ARKANSAS,
HARRISBURG SCHOOL DISTRICT,507350,ARKANSAS,
HARRISON SCHOOL DISTRICT,507380,ARKANSAS,
HEBER SPRINGS SCHOOL DISTRICT,507560,ARKANSAS,
HECTOR SCHOOL DISTRICT,507620,ARKANSAS,
JUNCTION CITY SCHOOL DISTRICT,508340,ARKANSAS,
LAKE HAMILTON SCHOOL DISTRICT,508610,ARKANSAS,
LAKESIDE SCHOOL DIST(CHICOT),508640,ARKANSAS,
LITTLE ROCK SCHOOL DISTRICT,509000,ARKANSAS,
SEARCY COUNTY SCHOOL DISTRICT,509480,ARKANSAS,
MARVELL-ELAINE SCHOOL DISTRICT,509510,ARKANSAS,
MELBOURNE SCHOOL DISTRICT,509720,ARKANSAS,
MENA SCHOOL DISTRICT,509750,ARKANSAS,
NASHVILLE SCHOOL DISTRICT,510380,ARKANSAS,
NETTLETON SCHOOL DISTRICT,510440,ARKANSAS,
NORTH LITTLE ROCK SCHOOL DISTRICT,510680,ARKANSAS,
PANGBURN SCHOOL DISTRICT,511070,ARKANSAS,
PARKERS CHAPEL SCHOOL DIST.,511220,ARKANSAS,
QUITMAN SCHOOL DISTRICT,511880,ARKANSAS,
SCRANTON SCHOOL DISTRICT,512180,ARKANSAS,
SMACKOVER-NORPHLET SCHOOL DISTRICT,512510,ARKANSAS,
SPRING HILL SCHOOL DISTRICT,512630,ARKANSAS,
STUTTGART SCHOOL DISTRICT,512960,ARKANSAS,
WEST SIDE SCHOOL DIST(CLEBURNE),514040,ARKANSAS,
WOODLAWN SCHOOL DISTRICT,514400,ARKANSAS,
ARKANSAS MILITARY AND FIRST RESPONDERS ACADEMY (AMFRA),514491,ARKANSAS,
MONTICELLO OCCUPATIONAL EDUCATION CENTER,514495,ARKANSAS,
California School for the Blind (State Special Schl),600002,CALIFORNIA,
Ross Valley Elementary,600006,CALIFORNIA,
Apple Valley Unified,600017,CALIFORNIA,
Temecula Valley Unified,600028,CALIFORNIA,
Murrieta Valley Unified,600029,CALIFORNIA,
Big Sur Unified,600031,CALIFORNIA,
Dos Palos Oro Loma Joint Unified,600033,CALIFORNIA,
Windsor Unified,600034,CALIFORNIA,
Farmersville Unified,600035,CALIFORNIA,
Natomas Unified,600036,CALIFORNIA,
Tracy Joint Unified,600047,CALIFORNIA,
Coast Unified,600049,CALIFORNIA,
Gridley Unified,600051,CALIFORNIA,
Kings County ROP,600077,CALIFORNIA,
Napa County ROP,600080,CALIFORNIA,
Eden Area ROP,600085,CALIFORNIA,
San Gabriel Valley Regional Occupational Program,600105,CALIFORNIA,
Chawanakee Unified,600116,CALIFORNIA,
Coastline ROP,600123,CALIFORNIA,
Central Orange County CTE Partnership (CTEp),600124,CALIFORNIA,
San Bernardino County ROP,600132,CALIFORNIA,
San Joaquin County ROP,600140,CALIFORNIA,
Tri-County ROP,600145,CALIFORNIA,
Tehama County ROP,600146,CALIFORNIA,
Hamilton Unified,601339,CALIFORNIA,
Tri-Cities ROP,601346,CALIFORNIA,
College and Career Advantage ROP JPA,601347,CALIFORNIA,
Contra Costa Selpa,601349,CALIFORNIA,
BLP Schs Self-Inc. Workers Compensation,601350,CALIFORNIA,
Central California School Finance Authority JPA,601353,CALIFORNIA,
Ventura County Schools Business Services JPA,601354,CALIFORNIA,
Alameda Cnty. Student Exchange Prog.,601355,CALIFORNIA,
Central Valley Support Services JPA,601362,CALIFORNIA,
N. Co Regional Occupational Program JPA,601366,CALIFORNIA,
San Antonio ROP,601367,CALIFORNIA,
San Joaquin Data Processing JPA,601369,CALIFORNIA,
Silicon Valley Joint Powers Transportation Agency,601372,CALIFORNIA,
Pupil Transportation Co-Op JPA,601373,CALIFORNIA,
Nevada County Pupil Transportation,601379,CALIFORNIA,
Baldy View ROP JPA,601382,CALIFORNIA,
Shasta-Trinity ROP JPA,601402,CALIFORNIA,
Bishop Unified,601409,CALIFORNIA,
Santa Barbara Unified,601414,CALIFORNIA,
Accelerated Charter Elementary District,601471,CALIFORNIA,
Pathways to College K8 District,601475,CALIFORNIA,
Sol Aureus College Preparatory District,601480,CALIFORNIA,
Palm Lane Global Academy District,601486,CALIFORNIA,
Mojave River Academy - Route 66 District,601487,CALIFORNIA,
CHIME Institute's Schwarzenegger Community District,601490,CALIFORNIA,
Downtown Charter Academy District,601493,CALIFORNIA,
Sierra Expeditionary Learning District,601499,CALIFORNIA,
Da Vinci Communications District,601505,CALIFORNIA,
Peabody Charter District,601513,CALIFORNIA,
EPIC CHRTR(Excellence Perf Innovation Citzenship) DIST,601519,CALIFORNIA,
All Tribes Elementary Charter District,601521,CALIFORNIA,
Encore Jr./Sr. High Sch for the Perf and Visual Arts DIST,601523,CALIFORNIA,
Monsenor Oscar Romero Charter Middle District,601526,CALIFORNIA,
Iftin Charter District,601527,CALIFORNIA,
California Heritage Youthbuild Academy II District,601531,CALIFORNIA,
California Creative Learning Academy District,601550,CALIFORNIA,
Aspire Golden State College Preparatory Academy District,601552,CALIFORNIA,
Aspire Centennial College Preparatory Academy District,601553,CALIFORNIA,
Norton Science and Language Academy District,601558,CALIFORNIA,
Mission View Public District,601562,CALIFORNIA,
Alliance Ted K. Tajima High District,601568,CALIFORNIA,
WISH Academy High District,601569,CALIFORNIA,
New Village Girls Academy District,601571,CALIFORNIA,
Watts Learning Center District,601573,CALIFORNIA,
Edison-Bethune Charter Academy District,601588,CALIFORNIA,
Santa Monica Boulevard Community Charter District,601594,CALIFORNIA,
Aspire East Palo Alto Charter District,601604,CALIFORNIA,
Family First Charter District,601605,CALIFORNIA,
Envision Academy for Arts & Technology District,601614,CALIFORNIA,
ABC Unified,601620,CALIFORNIA,
Animo Legacy Charter Middle District,601624,CALIFORNIA,
Arroyo Vista Charter District,601645,CALIFORNIA,
Animo Mae Jemison Charter Middle District,601649,CALIFORNIA,
Animo Jackie Robinson High District,601657,CALIFORNIA,
Animo Ellen Ochoa Charter Middle District,601658,CALIFORNIA,
Heritage K-8 Charter District,601660,CALIFORNIA,
eCademy Charter at Crane District,601661,CALIFORNIA,
Aspire Pacific Academy District,601667,CALIFORNIA,
Golden Valley River District,601669,CALIFORNIA,
Richmond Charter Elementary-Benito Juarez District,601670,CALIFORNIA,
Oxford Preparatory Academy - Saddleback Valley District,601672,CALIFORNIA,
Magnolia Science Academy 4 District,601678,CALIFORNIA,
Morrice Schaefer Charter District,601685,CALIFORNIA,
King-Chavez Preparatory Academy District,601687,CALIFORNIA,
JCS - Cedar Cove District,601688,CALIFORNIA,
Alliance Leichtman-Levine FAM Foundation Env Sci High DIST,601690,CALIFORNIA,
Community School for Creative Education District,601691,CALIFORNIA,
Alliance Jack H. Skirball Middle District,601694,CALIFORNIA,
San Jose Conservation Corps Charter District,601697,CALIFORNIA,
Millennium Charter District,601698,CALIFORNIA,
Global Education Academy District,601702,CALIFORNIA,
New Vision Middle District,601709,CALIFORNIA,
Rise Kohyang Elementary District,601721,CALIFORNIA,
Richmond College Preparatory District,601722,CALIFORNIA,
Rise Kohyang Middle District,601723,CALIFORNIA,
Horizon Charter District,601730,CALIFORNIA,
Opportunities for Learning - Baldwin Park District,601733,CALIFORNIA,
CORE Charter District,601734,CALIFORNIA,
California Creative Learning Academy MS District,601735,CALIFORNIA,
Village Charter Academy District,601736,CALIFORNIA,
Bella Mente Montessori Academy District,601737,CALIFORNIA,
Mission Academy District,601746,CALIFORNIA,
Dr. Lewis Dolphin Stallworth Sr. Charter District,601748,CALIFORNIA,
KIPP Raices Academy District,601764,CALIFORNIA,
Yav Pem Suab Acad - Preparing for the Future Charter DIST,601767,CALIFORNIA,
Plumas Charter District,601773,CALIFORNIA,
Aspire University Charter District,601778,CALIFORNIA,
The Language Academy of Sacramento District,601786,CALIFORNIA,
Valor Academy High District,601789,CALIFORNIA,
Extera Public School No. 2 District,601795,CALIFORNIA,
SAVA - Sacramento ACAD and Vocational Acad - EGUSD DIST,601796,CALIFORNIA,
Los Angeles Leadership Primary Academy District,601797,CALIFORNIA,
Ednovate - Brio College Prep District,601799,CALIFORNIA,
Valley Oak Charter District,601803,CALIFORNIA,
Leadership Public Schools - Hayward District,601815,CALIFORNIA,
Harriet Tubman Village Charter District,601817,CALIFORNIA,
Aspire Antonio Maria Lugo Academy District,601821,CALIFORNIA,
Opportunities for Learning - Duarte District,601825,CALIFORNIA,
Journey District,601828,CALIFORNIA,
JCS - Manzanita District,601841,CALIFORNIA,
Rocketship Academy Brilliant Minds District,601848,CALIFORNIA,
Audeo Charter II District,601855,CALIFORNIA,
Aspire Ollin University Preparatory Academy District,601857,CALIFORNIA,
ISANA Cardinal Academy District,601863,CALIFORNIA,
Vista Charter Middle District,601871,CALIFORNIA,
John Henry High District,601872,CALIFORNIA,
High Tech High International District,601891,CALIFORNIA,
Santiago Middle District,601894,CALIFORNIA,
Forest Ranch Charter District,601895,CALIFORNIA,
Scale Leadership Academy - East District,601897,CALIFORNIA,
Animo Ralph Bunche Charter High District,601899,CALIFORNIA,
Alliance Piera Barbaglia Shaheen HLT SRVs Acad DIST,601900,CALIFORNIA,
Children's Community Charter District,601903,CALIFORNIA,
PUC Milagro Charter District,601905,CALIFORNIA,
California School of the Arts - San Gabriel Valley District,601914,CALIFORNIA,
ICEF Vista Middle Academy District,601918,CALIFORNIA,
Ballington Acad for the Arts and Scis - San Bernardino DIST,601919,CALIFORNIA,
KIPP Corazon Academy District,601920,CALIFORNIA,
N.E.W. Academy of Science and Arts District,601923,CALIFORNIA,
Integrity Charter District,601928,CALIFORNIA,
Lighthouse Community Charter District,601937,CALIFORNIA,
Trivium Charter School Voyage District,601938,CALIFORNIA,
Equitas Academy #3 Charter District,601944,CALIFORNIA,
Rise Kohyang High District,601946,CALIFORNIA,
Empower Generations District,601947,CALIFORNIA,
KIPP San Francisco College Preparatory District,601957,CALIFORNIA,
Animo James B. Taylor Charter Middle District,601960,CALIFORNIA,
Venture Academy District,601963,CALIFORNIA,
iQ Academy California-Los Angeles District,601964,CALIFORNIA,
Excelsior Charter School Corona-Norco District,601966,CALIFORNIA,
Ednovate - East College Prep District,601968,CALIFORNIA,
Knowledge Enlightens You (KEY) Academy District,601977,CALIFORNIA,
John Adams Academy - Lincoln District,601986,CALIFORNIA,
MAAC Community Charter District,601988,CALIFORNIA,
Yuba City Charter District,601996,CALIFORNIA,
Ednovate - Esperanza College Prep District,602004,CALIFORNIA,
Julian Charter District,602005,CALIFORNIA,
Pasadena Rosebud Academy District,602007,CALIFORNIA,
King-Chavez Primary Academy District,602015,CALIFORNIA,
KIPP Promesa Prep District,602017,CALIFORNIA,
Barack Obama Charter District,602018,CALIFORNIA,
Antioch Charter Academy District,602027,CALIFORNIA,
Invictus Academy of Richmond District,602037,CALIFORNIA,
Aspire Berkley Maynard Academy District,602046,CALIFORNIA,
High Tech High Chula Vista District,602061,CALIFORNIA,
Ingenium Clarion Charter Middle District,602063,CALIFORNIA,
Voices College-Bound Language Acad at Mt. Pleasant DIST,602064,CALIFORNIA,
Temecula Valley Charter District,602068,CALIFORNIA,
Aveson School of Leaders District,602074,CALIFORNIA,
PUC Inspire Charter Academy District,602082,CALIFORNIA,
Temecula Preparatory District,602084,CALIFORNIA,
River Springs Charter District,602089,CALIFORNIA,
Alain Leroy Locke College Preparatory Academy District,602092,CALIFORNIA,
Animo Florence-Firestone Charter Middle District,602096,CALIFORNIA,
Ivy Bound Acad of Math Sci and Tech Charter Mid District,602099,CALIFORNIA,
Alliance Cindy and Bill Simon Tech Acad High DIST,602119,CALIFORNIA,
California Connections Academy North Bay District,602127,CALIFORNIA,
Central City Value District,602131,CALIFORNIA,
ACE Inspire Academy District,602138,CALIFORNIA,
KIPP Iluminar Academy District,602142,CALIFORNIA,
Empowering Possibilities International Charter District,602147,CALIFORNIA,
Village Charter District,602149,CALIFORNIA,
Live Oak Charter District,602161,CALIFORNIA,
Alliance Gertz-Ressler Richard Merkin 6-12 Complex District,602176,CALIFORNIA,
Aveson Global Leadership Academy District,602181,CALIFORNIA,
King-Chavez Community High District,602185,CALIFORNIA,
Animo Compton Charter District,602187,CALIFORNIA,
Para Los Ninos - Evelyn Thurman Gratts Primary District,602189,CALIFORNIA,
Alliance Susan and Eric Smidt Technology High District,602190,CALIFORNIA,
Ventura Charter School of Arts and Global Education District,602193,CALIFORNIA,
Life Source International Charter District,602199,CALIFORNIA,
Grove District,602201,CALIFORNIA,
Magnolia Science Academy 6 District,602205,CALIFORNIA,
WISH Community District,602213,CALIFORNIA,
Harvest Ridge Cooperative Charter District,602216,CALIFORNIA,
PREPA TEC - Los Angeles District,602218,CALIFORNIA,
Animo Watts College Preparatory Academy District,602219,CALIFORNIA,
Summit Public School: Tahoma District,602222,CALIFORNIA,
Ocean Charter District,602226,CALIFORNIA,
Synergy Charter Academy District,602228,CALIFORNIA,
Fenton Primary Center District,602242,CALIFORNIA,
Orange County Academy of Sciences and Arts District,602243,CALIFORNIA,
Chrysalis Charter District,602253,CALIFORNIA,
Animo Pat Brown District,602257,CALIFORNIA,
Sonoma Charter District,602260,CALIFORNIA,
John Adams Academy - Roseville District,602261,CALIFORNIA,
ICEF Innovation Los Angeles Charter District,602263,CALIFORNIA,
Montague Charter Academy District,602264,CALIFORNIA,
CATCH Prep Charter High Inc. District,602265,CALIFORNIA,
Alliance Ouchi-O'Donovan 6-12 Complex District,602266,CALIFORNIA,
Tree of Life Charter District,602267,CALIFORNIA,
Citizens of the World Charter School Silver Lake District,602270,CALIFORNIA,
Temecula International Academy District,602271,CALIFORNIA,
SAVA - Sacramento Academic and Vocational Academy District,602285,CALIFORNIA,
